delivery_id,match_id,innings,over,ball,batter_id,bowler_id,non_striker_id,runs_off_bat,extras,wicket_type,dismissed_batter_id
627,3,2,4,3,45,491,35,0,0,,
628,3,2,4,4,45,491,35,0,0,,
629,3,2,4,5,35,491,45,1,0,,
630,3,2,4,6,35,491,45,0,0,,
631,3,2,5,1,35,491,45,2,1,,
632,3,2,5,2,45,491,35,1,0,,
633,3,2,5,3,35,491,45,1,0,,
634,3,2,5,4,35,491,45,0,0,,
635,3,2,5,5,35,491,45,0,0,,
636,3,2,5,6,45,491,46,1,0,lbw,35
637,3,2,6,1,45,487,46,0,0,,
638,3,2,6,2,45,487,46,0,0,,
639,3,2,6,3,45,487,46,0,0,,
640,3,2,6,4,45,487,46,0,0,,
641,3,2,6,5,45,487,46,6,0,,
642,3,2,6,6,45,487,46,0,0,,
643,3,2,7,1,45,487,46,0,0,,
644,3,2,7,2,45,487,46,2,0,,
645,3,2,7,3,45,487,46,4,0,,
646,3,2,7,4,45,487,46,0,0,,
647,3,2,7,5,48,487,46,4,0,caught,45
648,3,2,7,6,38,487,46,0,0,bowled,48
649,3,2,8,1,46,487,38,1,0,,
650,3,2,8,2,46,487,38,0,0,,
651,3,2,8,3,46,487,38,0,0,,
652,3,2,8,4,46,487,38,0,0,,
653,3,2,8,5,46,487,38,0,0,,
654,3,2,8,6,46,487,38,2,0,,
655,3,2,9,1,46,487,38,0,0,,
656,3,2,9,2,46,487,38,6,0,,
657,3,2,9,3,38,487,46,1,0,,
658,3,2,9,4,38,487,46,0,0,,
659,3,2,9,5,38,487,46,0,1,,
660,3,2,9,6,46,487,38,1,0,,
661,3,2,10,1,38,487,46,3,0,,
662,3,2,10,2,46,487,38,1,0,,
663,3,2,10,3,46,487,38,0,0,,
664,3,2,10,4,38,487,46,1,0,,
665,3,2,10,5,38,487,46,0,0,,
666,3,2,10,6,38,487,46,4,0,,
667,3,2,11,1,46,487,38,1,0,,
668,3,2,11,2,46,487,38,0,2,,
669,3,2,11,3,46,487,38,4,0,,
670,3,2,11,4,46,487,38,4,0,,
671,3,2,11,5,46,487,38,2,0,,
672,3,2,11,6,38,487,46,3,0,,
673,3,2,12,1,46,486,38,1,0,,
674,3,2,12,2,46,486,38,0,0,,
675,3,2,12,3,46,486,38,0,0,,
676,3,2,12,4,46,486,38,0,0,,
677,3,2,12,5,38,486,46,1,0,,
678,3,2,12,6,46,486,38,1,0,,
679,3,2,13,1,46,486,38,4,0,,
680,3,2,13,2,46,486,38,0,0,,
681,3,2,13,3,38,486,46,3,0,,
682,3,2,13,4,46,486,38,1,0,,
683,3,2,13,5,46,486,38,0,0,,
684,3,2,13,6,46,486,38,2,0,,
685,3,2,14,1,46,486,38,0,0,,
686,3,2,14,2,46,486,38,4,0,,
687,3,2,14,3,46,486,38,0,0,,
688,3,2,14,4,46,486,38,4,0,,
689,3,2,14,5,46,486,38,0,0,,
690,3,2,14,6,46,486,38,0,0,,
691,3,2,15,1,46,486,38,4,0,,
692,3,2,15,2,46,486,38,2,0,,
693,3,2,15,3,38,486,46,1,0,,
694,3,2,15,4,38,486,46,0,0,,
695,3,2,15,5,38,486,46,0,0,,
696,3,2,15,6,38,486,46,2,0,,
697,3,2,16,1,46,486,38,1,0,,
698,3,2,16,2,46,486,38,0,0,,
699,3,2,16,3,46,486,38,0,0,,
700,3,2,16,4,46,486,38,4,0,,
701,3,2,16,5,38,486,46,1,0,,
702,3,2,16,6,38,486,46,0,0,,
703,3,2,17,1,46,486,38,1,0,,
704,3,2,17,2,46,486,38,0,0,,
705,3,2,17,3,38,486,46,1,0,,
706,3,2,17,4,38,486,46,6,0,,
707,3,2,17,5,38,486,46,0,0,,
708,3,2,17,6,38,486,46,4,0,,
709,3,2,18,1,38,492,46,2,0,,
710,3,2,18,2,38,492,46,0,0,,
711,3,2,18,3,38,492,46,2,0,,
712,3,2,18,4,38,492,46,2,0,,
713,3,2,18,5,38,492,46,0,0,,
714,3,2,18,6,38,492,46,0,0,,
715,3,2,19,1,38,492,46,0,0,,
716,3,2,19,2,44,492,46,0,0,run out,38
717,3,2,19,3,44,492,46,0,0,,
718,3,2,19,4,46,492,44,1,0,,
719,3,2,19,5,46,492,44,0,0,,
720,3,2,19,6,46,492,44,2,0,,
721,4,1,0,1,489,231,495,0,0,,
722,4,1,0,2,495,231,489,1,1,,
723,4,1,0,3,482,231,489,0,0,bowled,495
724,4,1,0,4,482,231,489,4,0,,
725,4,1,0,5,482,231,489,0,0,,
726,4,1,0,6,482,231,489,0,0,,
727,4,1,1,1,482,231,489,6,0,,
728,4,1,1,2,487,231,489,0,0,lbw,482
729,4,1,1,3,489,231,487,3,0,,
730,4,1,1,4,489,231,487,0,0,,
731,4,1,1,5,489,231,487,0,0,,
732,4,1,1,6,489,231,487,4,1,,
733,4,1,2,1,489,231,487,2,0,,
734,4,1,2,2,489,231,487,0,0,,
735,4,1,2,3,489,231,487,4,0,,
736,4,1,2,4,489,231,487,0,0,,
737,4,1,2,5,489,231,487,0,0,,
738,4,1,2,6,489,231,487,4,0,,
739,4,1,3,1,489,231,487,0,0,,
740,4,1,3,2,487,231,489,1,0,,
741,4,1,3,3,487,231,489,4,0,,
742,4,1,3,4,487,231,489,4,0,,
743,4,1,3,5,487,231,489,4,0,,
744,4,1,3,6,489,231,487,1,0,,
745,4,1,4,1,489,231,487,0,0,,
746,4,1,4,2,489,231,487,0,1,,
747,4,1,4,3,489,231,487,0,0,,
748,4,1,4,4,489,231,487,0,0,,
749,4,1,4,5,487,231,489,1,0,,
750,4,1,4,6,487,231,489,4,0,,
751,4,1,5,1,487,231,489,0,1,,
752,4,1,5,2,487,231,489,0,0,,
753,4,1,5,3,487,231,489,2,0,,
754,4,1,5,4,487,231,489,0,0,,
755,4,1,5,5,487,231,489,0,0,,
756,4,1,5,6,487,231,489,0,0,,
757,4,1,6,1,487,237,489,0,0,,
758,4,1,6,2,489,237,487,1,0,,
759,4,1,6,3,487,237,489,1,0,,
760,4,1,6,4,489,237,487,1,0,,
761,4,1,6,5,489,237,487,0,0,,
762,4,1,6,6,487,237,489,5,0,,
763,4,1,7,1,487,237,489,0,0,,
764,4,1,7,2,489,237,487,1,0,,
765,4,1,7,3,489,237,487,2,0,,
766,4,1,7,4,489,237,487,0,0,,
767,4,1,7,5,489,237,487,6,0,,
768,4,1,7,6,487,237,489,1,0,,
769,4,1,8,1,487,237,489,0,0,,
770,4,1,8,2,487,237,489,0,0,,
771,4,1,8,3,487,237,489,4,0,,
772,4,1,8,4,487,237,489,2,0,,
773,4,1,8,5,487,237,489,0,1,,
774,4,1,8,6,489,237,487,1,0,,
775,4,1,9,1,487,237,489,1,1,,
776,4,1,9,2,496,237,489,0,0,run out,487
777,4,1,9,3,489,237,496,1,1,,
778,4,1,9,4,489,237,496,4,0,,
779,4,1,9,5,489,237,496,4,0,,
780,4,1,9,6,496,237,489,1,0,,
781,4,1,10,1,496,237,489,0,0,,
782,4,1,10,2,496,237,489,0,0,,
783,4,1,10,3,496,237,489,0,0,,
784,4,1,10,4,489,237,496,1,0,,
785,4,1,10,5,489,237,496,4,0,,
786,4,1,10,6,489,237,496,2,0,,
787,4,1,11,1,489,237,496,0,0,,
788,4,1,11,2,489,237,496,4,0,,
789,4,1,11,3,489,237,496,6,0,,
790,4,1,11,4,496,237,489,1,0,,
791,4,1,11,5,489,237,496,1,0,,
792,4,1,11,6,489,237,496,2,0,,
793,4,1,12,1,496,225,489,1,0,,
794,4,1,12,2,496,225,489,0,0,,
795,4,1,12,3,489,225,496,1,0,,
796,4,1,12,4,489,225,496,0,0,,
797,4,1,12,5,489,225,496,4,0,,
798,4,1,12,6,489,225,496,2,0,,
799,4,1,13,1,489,225,496,0,0,,
800,4,1,13,2,489,225,496,4,0,,
801,4,1,13,3,489,225,496,0,0,,
802,4,1,13,4,489,225,496,0,0,,
803,4,1,13,5,489,225,496,0,1,,
804,4,1,13,6,484,225,496,0,0,lbw,489
805,4,1,14,1,496,225,484,1,0,,
806,4,1,14,2,496,225,484,4,1,,
807,4,1,14,3,484,225,496,1,0,,
808,4,1,14,4,496,225,484,1,0,,
809,4,1,14,5,496,225,484,0,0,,
810,4,1,14,6,496,225,484,0,0,,
811,4,1,15,1,496,225,484,0,0,,
812,4,1,15,2,496,225,484,0,0,,
813,4,1,15,3,496,225,484,0,0,,
814,4,1,15,4,496,225,484,0,0,,
815,4,1,15,5,496,225,484,4,0,,
816,4,1,15,6,496,225,484,0,0,,
817,4,1,16,1,496,225,484,2,0,,
818,4,1,16,2,496,225,484,0,0,,
819,4,1,16,3,496,225,484,0,0,,
820,4,1,16,4,496,225,484,0,0,,
821,4,1,16,5,496,225,484,0,0,,
822,4,1,16,6,496,225,484,0,2,,
823,4,1,17,1,496,225,484,6,0,,
824,4,1,17,2,496,225,484,0,1,,
825,4,1,17,3,484,225,496,1,1,,
826,4,1,17,4,484,225,496,0,1,,
827,4,1,17,5,484,225,496,0,0,,
828,4,1,17,6,484,225,496,4,0,,
829,4,1,18,1,496,231,485,3,0,hit wicket,484
830,4,1,18,2,496,231,485,0,1,,
831,4,1,18,3,484,231,485,6,0,bowled,496
832,4,1,18,4,485,231,484,1,0,,
833,4,1,18,5,485,231,484,0,0,,
834,4,1,18,6,484,231,485,1,2,,
835,4,1,19,1,485,231,484,1,1,,
836,4,1,19,2,485,231,484,0,0,,
837,4,1,19,3,485,231,484,0,0,,
838,4,1,19,4,484,231,485,1,0,,
839,4,1,19,5,484,231,485,0,0,,
840,4,1,19,6,484,231,485,0,0,,
841,4,2,0,1,225,483,236,2,0,,
842,4,2,0,2,225,483,236,0,1,,
843,4,2,0,3,225,483,236,2,0,,
844,4,2,0,4,225,483,236,2,0,,
845,4,2,0,5,236,483,225,1,0,,
846,4,2,0,6,236,483,225,0,0,,
847,4,2,1,1,225,483,236,1,1,,
848,4,2,1,2,236,483,225,1,1,,
849,4,2,1,3,236,483,225,2,0,,
850,4,2,1,4,225,483,236,1,0,,
851,4,2,1,5,225,483,236,0,0,,
852,4,2,1,6,236,483,225,5,0,,
853,4,2,2,1,236,483,225,4,0,,
854,4,2,2,2,225,483,236,1,0,,
855,4,2,2,3,225,483,236,0,0,,
856,4,2,2,4,225,483,236,0,0,,
857,4,2,2,5,225,483,236,4,1,,
858,4,2,2,6,225,483,236,0,0,,
859,4,2,3,1,225,483,236,0,0,,
860,4,2,3,2,225,483,236,0,0,,
861,4,2,3,3,236,483,225,1,0,,
862,4,2,3,4,236,483,225,4,0,,
863,4,2,3,5,225,483,236,1,0,,
864,4,2,3,6,236,483,225,1,0,,
865,4,2,4,1,236,483,225,0,0,,
866,4,2,4,2,236,483,225,0,0,,
867,4,2,4,3,236,483,225,4,0,,
868,4,2,4,4,236,483,225,4,0,,
869,4,2,4,5,236,483,225,0,0,,
870,4,2,4,6,225,483,236,1,0,,
871,4,2,5,1,225,483,236,0,0,,
872,4,2,5,2,225,483,236,4,0,,
873,4,2,5,3,235,483,236,0,0,stumped,225
874,4,2,5,4,235,483,236,0,0,,
875,4,2,5,5,236,483,235,1,0,,
876,4,2,5,6,236,483,235,0,0,,
877,4,2,6,1,236,487,235,0,0,,
878,4,2,6,2,236,487,235,0,0,,
879,4,2,6,3,236,487,235,0,0,,
880,4,2,6,4,236,487,235,6,2,,
881,4,2,6,5,236,487,235,2,0,,
882,4,2,6,6,235,487,236,1,0,,
883,4,2,7,1,235,487,236,0,0,,
884,4,2,7,2,235,487,236,0,0,,
885,4,2,7,3,235,487,236,0,0,,
886,4,2,7,4,235,487,236,0,0,,
887,4,2,7,5,230,487,236,4,0,hit wicket,235
888,4,2,7,6,230,487,236,0,1,,
889,4,2,8,1,230,487,236,0,0,,
890,4,2,8,2,236,487,230,1,0,,
891,4,2,8,3,230,487,236,1,0,,
892,4,2,8,4,230,487,236,0,2,,
893,4,2,8,5,230,487,236,0,0,,
894,4,2,8,6,233,487,236,2,0,caught,230
895,4,2,9,1,233,487,236,0,0,,
896,4,2,9,2,233,487,236,0,0,,
897,4,2,9,3,233,487,236,2,0,,
898,4,2,9,4,236,487,233,3,0,,
899,4,2,9,5,236,487,233,0,0,,
900,4,2,9,6,235,487,233,4,0,stumped,236
901,4,2,10,1,227,487,233,0,0,stumped,235
902,4,2,10,2,227,487,233,0,0,,
903,4,2,10,3,227,487,233,6,0,,
904,4,2,10,4,227,487,233,0,0,,
905,4,2,10,5,227,487,233,0,0,,
906,4,2,10,6,227,487,233,6,0,,
907,4,2,11,1,227,487,233,4,0,,
908,4,2,11,2,227,487,233,4,0,,
909,4,2,11,3,227,487,233,0,0,,
910,4,2,11,4,227,487,233,0,0,,
911,4,2,11,5,227,487,233,0,0,,
912,4,2,11,6,227,487,233,4,0,,
913,4,2,12,1,227,492,233,0,0,,
914,4,2,12,2,233,492,227,1,0,,
915,4,2,12,3,233,492,227,2,0,,
916,4,2,12,4,233,492,227,4,0,,
917,4,2,12,5,227,492,233,1,0,,
918,4,2,12,6,227,492,233,4,0,,
919,4,2,13,1,227,492,233,4,0,,
920,4,2,13,2,227,492,233,0,0,,
921,4,2,13,3,227,492,233,4,0,,
922,4,2,13,4,227,492,233,0,0,,
923,4,2,13,5,227,492,233,0,0,,
924,4,2,13,6,227,492,233,0,0,,
925,4,2,14,1,227,492,233,0,0,,
926,4,2,14,2,227,492,233,0,0,,
927,4,2,14,3,227,492,233,0,0,,
928,4,2,14,4,233,492,227,1,0,,
929,4,2,14,5,227,492,233,1,0,,
930,4,2,14,6,227,492,233,0,0,,
931,4,2,15,1,233,492,227,1,0,,
932,4,2,15,2,233,492,227,0,2,,
933,4,2,15,3,233,492,227,2,0,,
934,4,2,15,4,233,492,227,4,0,,
935,4,2,15,5,233,492,227,2,1,,
936,4,2,15,6,233,492,227,0,0,,
937,4,2,16,1,227,492,233,1,0,,
938,4,2,16,2,227,492,233,0,0,,
939,4,2,16,3,227,492,233,4,0,,
940,4,2,16,4,227,492,233,0,0,,
941,4,2,16,5,233,492,227,1,0,,
942,4,2,16,6,233,492,227,0,0,,
943,4,2,17,1,233,492,227,6,0,,
944,4,2,17,2,233,492,227,0,0,,
945,4,2,17,3,227,492,233,1,0,,
946,4,2,17,4,227,492,233,0,0,,
947,4,2,17,5,237,492,233,0,0,caught,227
948,4,2,17,6,237,492,233,0,0,,
949,4,2,18,1,237,491,233,2,0,,
950,4,2,18,2,237,491,233,0,0,,
951,4,2,18,3,237,491,233,4,0,,
952,4,2,18,4,233,491,237,1,0,,
953,4,2,18,5,233,491,237,4,0,,
954,4,2,18,6,231,491,237,0,0,caught,233
955,4,2,19,1,231,491,237,0,0,,
956,4,2,19,2,231,491,237,0,0,,
957,4,2,19,3,231,491,237,0,0,,
958,4,2,19,4,231,491,237,0,0,,
959,4,2,19,5,231,491,237,0,0,,
960,4,2,19,6,231,491,237,2,0,,
961,5,1,0,1,33,100,41,0,0,,
962,5,1,0,2,33,100,41,0,0,,
963,5,1,0,3,33,100,41,0,0,,
964,5,1,0,4,41,100,33,1,0,,
965,5,1,0,5,41,100,33,0,0,,
966,5,1,0,6,33,100,41,1,0,,
967,5,1,1,1,33,100,41,0,0,,
968,5,1,1,2,33,100,41,2,1,,
969,5,1,1,3,33,100,41,2,0,,
970,5,1,1,4,33,100,41,0,0,,
971,5,1,1,5,33,100,41,4,0,,
972,5,1,1,6,33,100,41,0,0,,
973,5,1,2,1,33,100,41,0,0,,
974,5,1,2,2,33,100,41,6,0,,
975,5,1,2,3,33,100,41,0,0,,
976,5,1,2,4,41,100,33,1,0,,
977,5,1,2,5,41,100,33,2,0,,
978,5,1,2,6,41,100,33,2,0,,
979,5,1,3,1,40,100,33,0,1,lbw,41
980,5,1,3,2,40,100,33,4,0,,
981,5,1,3,3,40,100,33,0,0,,
982,5,1,3,4,40,100,33,0,0,,
983,5,1,3,5,40,100,33,0,0,,
984,5,1,3,6,40,100,33,0,0,,
985,5,1,4,1,40,100,33,6,0,,
986,5,1,4,2,40,100,33,0,0,,
987,5,1,4,3,40,100,33,0,0,,
988,5,1,4,4,33,100,40,1,2,,
989,5,1,4,5,33,100,40,4,0,,
990,5,1,4,6,40,100,33,1,0,,
991,5,1,5,1,33,100,40,3,0,,
992,5,1,5,2,33,100,40,0,0,,
993,5,1,5,3,33,100,40,4,0,,
994,5,1,5,4,33,100,40,0,0,,
995,5,1,5,5,33,100,40,4,0,,
996,5,1,5,6,33,100,40,0,0,,
997,5,1,6,1,33,103,40,4,0,,
998,5,1,6,2,33,103,40,0,0,,
999,5,1,6,3,33,103,40,0,0,,
1000,5,1,6,4,33,103,40,4,1,,
1001,5,1,6,5,40,103,33,1,0,,
1002,5,1,6,6,40,103,33,2,0,,
1003,5,1,7,1,40,103,33,0,0,,
1004,5,1,7,2,40,103,33,0,0,,
1005,5,1,7,3,40,103,33,0,0,,
1006,5,1,7,4,40,103,33,0,0,,
1007,5,1,7,5,40,103,33,4,0,,
1008,5,1,7,6,40,103,33,0,0,,
1009,5,1,8,1,40,103,33,0,0,,
1010,5,1,8,2,40,103,33,0,0,,
1011,5,1,8,3,33,103,40,1,1,,
1012,5,1,8,4,33,103,40,0,0,,
1013,5,1,8,5,40,103,33,1,1,,
1014,5,1,8,6,40,103,33,0,0,,
1015,5,1,9,1,40,103,33,0,0,,
1016,5,1,9,2,40,103,33,0,0,,
1017,5,1,9,3,40,103,33,0,0,,
1018,5,1,9,4,33,103,40,1,0,,
1019,5,1,9,5,33,103,40,0,0,,
1020,5,1,9,6,39,103,40,0,0,hit wicket,33
1021,5,1,10,1,39,103,40,4,0,,
1022,5,1,10,2,39,103,40,6,0,,
1023,5,1,10,3,39,103,40,0,1,,
1024,5,1,10,4,39,103,40,0,0,,
1025,5,1,10,5,40,103,39,1,0,,
1026,5,1,10,6,39,103,40,1,0,,
1027,5,1,11,1,40,103,39,1,0,,
1028,5,1,11,2,40,103,39,0,0,,
1029,5,1,11,3,40,103,39,0,0,,
1030,5,1,11,4,47,103,39,0,0,run out,40
1031,5,1,11,5,47,103,39,0,0,,
1032,5,1,11,6,36,103,39,0,0,lbw,47
1033,5,1,12,1,36,99,39,0,0,,
1034,5,1,12,2,36,99,39,2,0,,
1035,5,1,12,3,36,99,39,0,0,,
1036,5,1,12,4,36,99,39,0,0,,
1037,5,1,12,5,39,99,36,1,0,,
1038,5,1,12,6,36,99,39,1,0,,
1039,5,1,13,1,36,99,39,0,0,,
1040,5,1,13,2,36,99,39,0,0,,
1041,5,1,13,3,36,99,39,0,0,,
1042,5,1,13,4,36,99,39,6,0,,
1043,5,1,13,5,36,99,39,0,0,,
1044,5,1,13,6,40,99,39,0,0,caught,36
1045,5,1,14,1,40,99,39,0,0,,
1046,5,1,14,2,48,99,39,0,0,bowled,40
1047,5,1,14,3,48,99,39,2,0,,
1048,5,1,14,4,48,99,39,0,0,,
1049,5,1,14,5,48,99,39,4,0,,
1050,5,1,14,6,48,99,39,0,2,,
1051,5,1,15,1,48,99,39,0,2,,
1052,5,1,15,2,48,99,39,6,0,,
1053,5,1,15,3,48,99,39,0,0,,
1054,5,1,15,4,48,99,39,0,1,,
1055,5,1,15,5,48,99,39,0,0,,
1056,5,1,15,6,39,99,48,1,0,,
1057,5,1,16,1,39,99,48,0,0,,
1058,5,1,16,2,48,99,39,1,2,,
1059,5,1,16,3,48,99,39,0,0,,
1060,5,1,16,4,39,99,48,1,0,,
1061,5,1,16,5,39,99,48,6,0,,
1062,5,1,16,6,48,99,39,1,0,,
1063,5,1,17,1,48,99,39,0,0,,
1064,5,1,17,2,48,99,39,0,1,,
1065,5,1,17,3,48,99,39,0,0,,
1066,5,1,17,4,39,99,48,1,0,,
1067,5,1,17,5,39,99,48,0,0,,
1068,5,1,17,6,39,99,48,0,0,,
1069,5,1,18,1,39,103,48,0,0,,
1070,5,1,18,2,39,103,48,4,0,,
1071,5,1,18,3,39,103,48,0,0,,
1072,5,1,18,4,39,103,48,0,0,,
1073,5,1,18,5,39,103,48,0,0,,
1074,5,1,18,6,48,103,39,1,0,,
1075,5,1,19,1,48,103,39,0,0,,
1076,5,1,19,2,48,103,39,0,0,,
1077,5,1,19,3,48,103,39,0,0,,
1078,5,1,19,4,48,103,39,2,0,,
1079,5,1,19,5,39,103,48,1,0,,
1080,5,1,19,6,39,103,48,0,0,,
1081,5,2,0,1,102,46,106,1,0,,
1082,5,2,0,2,102,46,106,0,0,,
1083,5,2,0,3,102,46,106,4,0,,
1084,5,2,0,4,102,46,106,0,0,,
1085,5,2,0,5,106,46,102,1,0,,
1086,5,2,0,6,106,46,102,0,0,,
1087,5,2,1,1,106,46,102,0,1,,
1088,5,2,1,2,106,46,102,0,0,,
1089,5,2,1,3,102,46,106,3,0,,
1090,5,2,1,4,102,46,106,4,0,,
1091,5,2,1,5,102,46,106,2,0,,
1092,5,2,1,6,102,46,106,0,0,,
1093,5,2,2,1,102,46,106,4,1,,
1094,5,2,2,2,102,46,106,2,0,,
1095,5,2,2,3,102,46,106,0,0,,
1096,5,2,2,4,102,46,106,0,0,,
1097,5,2,2,5,102,46,106,0,0,,
1098,5,2,2,6,102,46,106,0,0,,
1099,5,2,3,1,102,46,106,0,0,,
1100,5,2,3,2,102,46,106,0,0,,
1101,5,2,3,3,102,46,106,0,0,,
1102,5,2,3,4,102,46,106,6,0,,
1103,5,2,3,5,102,46,106,2,0,,
1104,5,2,3,6,106,46,102,1,0,,
1105,5,2,4,1,106,46,102,2,1,,
1106,5,2,4,2,106,46,102,6,0,,
1107,5,2,4,3,106,46,102,2,2,,
1108,5,2,4,4,106,46,102,0,2,,
1109,5,2,4,5,106,46,102,0,0,,
1110,5,2,4,6,106,46,102,0,0,,
1111,5,2,5,1,106,46,102,0,0,,
1112,5,2,5,2,99,46,102,4,0,lbw,106
1113,5,2,5,3,99,46,102,0,0,,
1114,5,2,5,4,99,46,102,0,0,,
1115,5,2,5,5,99,46,102,0,1,,
1116,5,2,5,6,99,46,102,2,0,,
1117,5,2,6,1,99,34,102,4,0,,
1118,5,2,6,2,102,34,99,1,0,,
1119,5,2,6,3,99,34,102,1,0,,
1120,5,2,6,4,99,34,102,2,0,,
1121,5,2,6,5,99,34,102,0,0,,
1122,5,2,6,6,99,34,102,0,0,,
1123,5,2,7,1,99,34,102,0,0,,
1124,5,2,7,2,99,34,102,0,0,,
1125,5,2,7,3,99,34,102,0,0,,
1126,5,2,7,4,99,34,102,0,0,,
1127,5,2,7,5,99,34,102,0,0,,
1128,5,2,7,6,99,34,102,0,0,,
1129,5,2,8,1,99,34,102,0,0,,
1130,5,2,8,2,99,34,102,0,0,,
1131,5,2,8,3,99,34,102,0,0,,
1132,5,2,8,4,99,34,102,0,0,,
1133,5,2,8,5,102,34,99,1,0,,
1134,5,2,8,6,102,34,99,2,0,,
1135,5,2,9,1,102,34,99,2,0,,
1136,5,2,9,2,102,34,99,0,0,,
1137,5,2,9,3,102,34,99,0,0,,
1138,5,2,9,4,102,34,99,0,0,,
1139,5,2,9,5,99,34,102,1,2,,
1140,5,2,9,6,99,34,102,0,0,,
1141,5,2,10,1,99,34,102,0,0,,
1142,5,2,10,2,99,34,102,4,0,,
1143,5,2,10,3,102,34,99,5,1,,
1144,5,2,10,4,102,34,99,4,0,,
1145,5,2,10,5,110,34,99,0,0,caught,102
1146,5,2,10,6,99,34,110,1,0,,
1147,5,2,11,1,99,34,110,0,0,,
1148,5,2,11,2,108,34,110,0,0,stumped,99
1149,5,2,11,3,108,34,110,0,0,,
1150,5,2,11,4,108,34,110,0,0,,
1151,5,2,11,5,108,34,110,0,1,,
1152,5,2,11,6,110,34,108,1,0,,
1153,5,2,12,1,110,45,108,0,0,,
1154,5,2,12,2,110,45,108,0,2,,
1155,5,2,12,3,110,45,108,2,1,,
1156,5,2,12,4,108,45,110,1,0,,
1157,5,2,12,5,108,45,110,6,0,,
1158,5,2,12,6,108,45,110,0,1,,
1159,5,2,13,1,102,45,110,0,0,hit wicket,108
1160,5,2,13,2,102,45,110,0,0,,
1161,5,2,13,3,102,45,110,6,0,,
1162,5,2,13,4,102,45,110,0,0,,
1163,5,2,13,5,102,45,110,6,1,,
1164,5,2,13,6,102,45,110,0,0,,
1165,5,2,14,1,102,45,110,0,0,,
1166,5,2,14,2,110,45,102,1,0,,
1167,5,2,14,3,110,45,102,0,0,,
1168,5,2,14,4,110,45,102,0,0,,
1169,5,2,14,5,110,45,102,0,0,,
1170,5,2,14,6,102,45,110,1,0,,
1171,5,2,15,1,110,45,102,1,0,,
1172,5,2,15,2,110,45,102,0,1,,
1173,5,2,15,3,102,45,110,1,0,,
1174,5,2,15,4,102,45,110,0,0,,
1175,5,2,15,5,102,45,110,0,0,,
1176,5,2,15,6,102,45,110,0,0,,
1177,5,2,16,1,102,45,110,6,0,,
1178,5,2,16,2,102,45,110,4,0,,
1179,5,2,16,3,102,45,110,0,0,,
1180,5,2,16,4,102,45,110,0,2,,
1181,5,2,16,5,110,45,102,1,0,,
1182,5,2,16,6,110,45,102,0,0,,
1183,5,2,17,1,110,45,102,2,0,,
1184,5,2,17,2,110,45,102,0,0,,
1185,5,2,17,3,110,45,102,0,0,,
1186,5,2,17,4,110,45,102,0,0,,
1187,5,2,17,5,110,45,102,4,1,,
1188,5,2,17,6,102,45,110,1,0,,
1189,5,2,18,1,102,42,110,0,1,,
1190,5,2,18,2,102,42,110,0,0,,
1191,5,2,18,3,112,42,110,0,0,hit wicket,102
1192,5,2,18,4,112,42,110,0,0,,
1193,5,2,18,5,112,42,110,2,0,,
1194,5,2,18,6,112,42,110,4,0,,
1195,5,2,19,1,105,42,110,0,0,caught,112
1196,5,2,19,2,110,42,106,1,2,run out,105
1197,5,2,19,3,110,42,106,2,1,,
1198,5,2,19,4,110,42,106,0,0,,
1199,5,2,19,5,110,42,106,0,0,,
1200,5,2,19,6,110,42,106,4,0,,
1201,6,1,0,1,207,447,206,0,0,,
1202,6,1,0,2,206,447,207,1,0,,
1203,6,1,0,3,202,447,207,0,0,run out,206
1204,6,1,0,4,202,447,207,4,0,,
1205,6,1,0,5,202,447,207,0,0,,
1206,6,1,0,6,202,447,207,2,0,,
1207,6,1,1,1,202,447,207,0,0,,
1208,6,1,1,2,202,447,207,0,0,,
1209,6,1,1,3,202,447,207,6,0,,
1210,6,1,1,4,207,447,202,1,0,,
1211,6,1,1,5,207,447,202,0,0,,
1212,6,1,1,6,207,447,202,0,0,,
1213,6,1,2,1,207,447,202,0,0,,
1214,6,1,2,2,207,447,202,6,0,,
1215,6,1,2,3,207,447,202,4,1,,
1216,6,1,2,4,207,447,202,0,0,,
1217,6,1,2,5,202,447,207,1,0,,
1218,6,1,2,6,202,447,207,0,0,,
1219,6,1,3,1,202,447,207,0,0,,
1220,6,1,3,2,202,447,207,0,0,,
1221,6,1,3,3,207,447,193,1,0,caught,202
1222,6,1,3,4,193,447,207,1,0,,
1223,6,1,3,5,207,447,193,1,0,,
1224,6,1,3,6,207,447,193,4,0,,
1225,6,1,4,1,207,447,193,0,0,,
1226,6,1,4,2,193,447,207,1,0,,
1227,6,1,4,3,193,447,207,0,0,,
1228,6,1,4,4,193,447,207,4,0,,
1229,6,1,4,5,193,447,207,0,0,,
1230,6,1,4,6,193,447,207,0,0,,
1231,6,1,5,1,193,447,207,0,0,,
1232,6,1,5,2,193,447,207,0,0,,
1233,6,1,5,3,207,447,193,1,0,,
1234,6,1,5,4,193,447,207,1,2,,
1235,6,1,5,5,207,447,193,1,1,,
1236,6,1,5,6,207,447,193,0,0,,
1237,6,1,6,1,207,435,193,0,2,,
1238,6,1,6,2,193,435,207,1,0,,
1239,6,1,6,3,193,435,207,0,0,,
1240,6,1,6,4,193,435,207,0,0,,
1241,6,1,6,5,193,435,207,0,0,,
1242,6,1,6,6,193,435,207,2,0,,
